company_id,year,capital_allocation_label
HAL,2021-03,SELF_FUNDED_REINVESTMENT
HAL,2022-03,SELF_FUNDED_REINVESTMENT
HAL,2023-03,SELF_FUNDED_REINVESTMENT
HAL,2024-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2013-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2014-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2015-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2016-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2017-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2018-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2019-03,ASSET_MONETISATION_AND_DELEVERAGING
HAVELLS,2020-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HAVELLS,2022-03,SELF_FUNDED_REINVESTMENT
HAVELLS,2023-03,ASSET_MONETISATION_AND_DELEVERAGING
HAVELLS,2024-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2013-06,SELF_FUNDED_REINVESTMENT
HCLTECH,2014-06,SELF_FUNDED_REINVESTMENT
HCLTECH,2015-06,SELF_FUNDED_REINVESTMENT
HCLTECH,2016-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2017-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2018-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2019-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2020-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2021-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2022-03,ASSET_MONETISATION_AND_DELEVERAGING
HCLTECH,2023-03,SELF_FUNDED_REINVESTMENT
HCLTECH,2024-03,SELF_FUNDED_REINVESTMENT
HDFCBANK,2013-03,EXTERNALLY_FUNDED_INVESTMENT
HDFCBANK,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HDFCBANK,2015-03,EXTERNALLY_FUNDED_INVESTMENT
HDFCBANK,2016-03,EXTERNALLY_FUNDED_INVESTMENT
HDFCBANK,2017-03,SELF_FUNDED_REINVESTMENT
HDFCBANK,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HDFCBANK,2019-03,EXTERNALLY_FUNDED_INVESTMENT
HDFCBANK,2020-03,EXTERNALLY_FUNDED_INVESTMENT
HDFCBANK,2021-03,SELF_FUNDED_REINVESTMENT
HDFCBANK,2022-03,EXTERNALLY_FUNDED_INVESTMENT
HDFCBANK,2023-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HDFCBANK,2024-03,ASSET_MONETISATION_AND_DELEVERAGING
HDFCLIFE,2013-03,NO_DATA
HDFCLIFE,2014-03,NO_DATA
HDFCLIFE,2015-03,SELF_FUNDED_REINVESTMENT
HDFCLIFE,2016-03,SELF_FUNDED_REINVESTMENT
HDFCLIFE,2017-03,SELF_FUNDED_REINVESTMENT
HDFCLIFE,2018-03,SELF_FUNDED_REINVESTMENT
HDFCLIFE,2019-03,SELF_FUNDED_REINVESTMENT
HDFCLIFE,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HDFCLIFE,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HDFCLIFE,2022-03,SELF_FUNDED_REINVESTMENT
HDFCLIFE,2023-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HDFCLIFE,2024-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2014-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2015-03,ASSET_MONETISATION_AND_DELEVERAGING
HEROMOTOCO,2016-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2017-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2018-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2019-03,ASSET_MONETISATION_AND_DELEVERAGING
HEROMOTOCO,2020-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2021-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2022-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2023-03,SELF_FUNDED_REINVESTMENT
HEROMOTOCO,2024-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HINDALCO,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HINDALCO,2015-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2016-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2017-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2018-03,ASSET_MONETISATION_AND_DELEVERAGING
HINDALCO,2019-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
HINDALCO,2021-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2022-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2023-03,SELF_FUNDED_REINVESTMENT
HINDALCO,2024-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2013-03,ASSET_MONETISATION_AND_DELEVERAGING
HINDUNILVR,2014-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2015-03,ASSET_MONETISATION_AND_DELEVERAGING
HINDUNILVR,2016-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2017-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2018-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2019-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
HINDUNILVR,2021-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2022-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2023-03,SELF_FUNDED_REINVESTMENT
HINDUNILVR,2024-03,SELF_FUNDED_REINVESTMENT
ICICIBANK,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIBANK,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIBANK,2015-03,EXTERNALLY_FUNDED_INVESTMENT
ICICIBANK,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIBANK,2017-03,SELF_FUNDED_REINVESTMENT
ICICIBANK,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIBANK,2019-03,SELF_FUNDED_REINVESTMENT
ICICIBANK,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIBANK,2021-03,SELF_FUNDED_REINVESTMENT
ICICIBANK,2022-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIBANK,2023-03,EXTERNALLY_FUNDED_INVESTMENT
ICICIBANK,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIGI,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIGI,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIGI,2015-03,ASSET_SALES_FUNDING_OPERATIONS
ICICIGI,2016-03,SELF_FUNDED_REINVESTMENT
ICICIGI,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIGI,2018-03,SELF_FUNDED_REINVESTMENT
ICICIGI,2019-03,SELF_FUNDED_REINVESTMENT
ICICIGI,2020-03,SELF_FUNDED_REINVESTMENT
ICICIGI,2021-03,SELF_FUNDED_REINVESTMENT
ICICIGI,2022-03,ASSET_MONETISATION_AND_DELEVERAGING
ICICIGI,2023-03,SELF_FUNDED_REINVESTMENT
ICICIGI,2024-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2013-03,ASSET_SALES_FUNDING_OPERATIONS
ICICIPRULI,2014-03,ASSET_SALES_FUNDING_OPERATIONS
ICICIPRULI,2015-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2016-03,ASSET_MONETISATION_AND_DELEVERAGING
ICICIPRULI,2017-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2018-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2019-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2020-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ICICIPRULI,2022-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2023-03,SELF_FUNDED_REINVESTMENT
ICICIPRULI,2024-03,ASSET_SALES_FUNDING_OPERATIONS
INDIGO,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
INDIGO,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
INDIGO,2015-03,SELF_FUNDED_REINVESTMENT
INDIGO,2016-03,SELF_FUNDED_REINVESTMENT
INDIGO,2017-03,SELF_FUNDED_REINVESTMENT
INDIGO,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
INDIGO,2019-03,SELF_FUNDED_REINVESTMENT
INDIGO,2020-03,SELF_FUNDED_REINVESTMENT
INDIGO,2021-03,ASSET_SALES_FUNDING_OPERATIONS
INDIGO,2022-03,ASSET_MONETISATION_AND_DELEVERAGING
INDIGO,2023-03,SELF_FUNDED_REINVESTMENT
INDIGO,2024-03,SELF_FUNDED_REINVESTMENT
INDUSINDBK,2013-03,EXTERNALLY_FUNDED_INVESTMENT
INDUSINDBK,2014-03,EXTERNALLY_FUNDED_INVESTMENT
INDUSINDBK,2015-03,EXTERNALLY_FUNDED_INVESTMENT
INDUSINDBK,2016-03,EXTERNALLY_FUNDED_INVESTMENT
INDUSINDBK,2017-03,SELF_FUNDED_REINVESTMENT
INDUSINDBK,2018-03,EXTERNALLY_FUNDED_INVESTMENT
INDUSINDBK,2019-03,EXTERNALLY_FUNDED_INVESTMENT
INDUSINDBK,2020-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
INDUSINDBK,2021-03,SELF_FUNDED_REINVESTMENT
INDUSINDBK,2022-03,SELF_FUNDED_REINVESTMENT
INDUSINDBK,2023-03,EXTERNALLY_FUNDED_INVESTMENT
INDUSINDBK,2024-03,CASH_BURN_AND_CONTRACTION
INFY,2013-03,SELF_FUNDED_REINVESTMENT
INFY,2014-03,SELF_FUNDED_REINVESTMENT
INFY,2015-03,ASSET_MONETISATION_AND_DELEVERAGING
INFY,2016-03,SELF_FUNDED_REINVESTMENT
INFY,2017-03,SELF_FUNDED_REINVESTMENT
INFY,2018-03,ASSET_MONETISATION_AND_DELEVERAGING
INFY,2019-03,SELF_FUNDED_REINVESTMENT
INFY,2020-03,SELF_FUNDED_REINVESTMENT
INFY,2021-03,SELF_FUNDED_REINVESTMENT
INFY,2022-03,SELF_FUNDED_REINVESTMENT
INFY,2023-03,SELF_FUNDED_REINVESTMENT
INFY,2024-03,SELF_FUNDED_REINVESTMENT
IOC,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
IOC,2014-03,SELF_FUNDED_REINVESTMENT
IOC,2015-03,SELF_FUNDED_REINVESTMENT
IOC,2016-03,SELF_FUNDED_REINVESTMENT
IOC,2017-03,SELF_FUNDED_REINVESTMENT
IOC,2018-03,SELF_FUNDED_REINVESTMENT
IOC,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
IOC,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
IOC,2021-03,SELF_FUNDED_REINVESTMENT
IOC,2022-03,SELF_FUNDED_REINVESTMENT
IOC,2023-03,SELF_FUNDED_REINVESTMENT
IOC,2024-03,SELF_FUNDED_REINVESTMENT
IRCTC,2015-03,SELF_FUNDED_REINVESTMENT
IRCTC,2016-03,ASSET_MONETISATION_AND_DELEVERAGING
IRCTC,2017-03,ASSET_MONETISATION_AND_DELEVERAGING
IRCTC,2018-03,ASSET_MONETISATION_AND_DELEVERAGING
IRCTC,2019-03,SELF_FUNDED_REINVESTMENT
IRCTC,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
IRCTC,2021-03,SELF_FUNDED_REINVESTMENT
IRCTC,2022-03,SELF_FUNDED_REINVESTMENT
IRCTC,2023-03,SELF_FUNDED_REINVESTMENT
IRCTC,2024-03,SELF_FUNDED_REINVESTMENT
IRFC,2013-03,NO_DATA
IRFC,2014-03,NO_DATA
IRFC,2015-03,NO_DATA
IRFC,2016-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
IRFC,2017-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
IRFC,2018-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
IRFC,2019-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
IRFC,2020-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
IRFC,2021-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
IRFC,2022-03,EXTERNALLY_FUNDED_INVESTMENT
IRFC,2023-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
IRFC,2024-03,SELF_FUNDED_REINVESTMENT
ITC,2013-03,SELF_FUNDED_REINVESTMENT
ITC,2014-03,SELF_FUNDED_REINVESTMENT
ITC,2015-03,SELF_FUNDED_REINVESTMENT
ITC,2016-03,SELF_FUNDED_REINVESTMENT
ITC,2017-03,SELF_FUNDED_REINVESTMENT
ITC,2018-03,SELF_FUNDED_REINVESTMENT
ITC,2019-03,SELF_FUNDED_REINVESTMENT
ITC,2020-03,SELF_FUNDED_REINVESTMENT
ITC,2021-03,ASSET_MONETISATION_AND_DELEVERAGING
ITC,2022-03,SELF_FUNDED_REINVESTMENT
ITC,2023-03,SELF_FUNDED_REINVESTMENT
ITC,2024-03,ASSET_MONETISATION_AND_DELEVERAGING
JINDALSTEL,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JINDALSTEL,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JINDALSTEL,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JINDALSTEL,2016-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2017-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2018-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2019-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2020-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2021-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2022-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2023-03,SELF_FUNDED_REINVESTMENT
JINDALSTEL,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JIOFIN,2023-03,SELF_FUNDED_REINVESTMENT
JIOFIN,2024-03,ASSET_SALES_FUNDING_OPERATIONS
JSWENERGY,2013-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2014-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2015-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2016-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2017-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2018-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2019-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
JSWENERGY,2021-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2022-03,SELF_FUNDED_REINVESTMENT
JSWENERGY,2023-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JSWENERGY,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JSWSTEEL,2013-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JSWSTEEL,2015-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2016-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2017-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2018-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JSWSTEEL,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
JSWSTEEL,2021-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2022-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2023-03,SELF_FUNDED_REINVESTMENT
JSWSTEEL,2024-03,SELF_FUNDED_REINVESTMENT
KOTAKBANK,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
KOTAKBANK,2014-03,SELF_FUNDED_REINVESTMENT
KOTAKBANK,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
KOTAKBANK,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
KOTAKBANK,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
KOTAKBANK,2018-03,EXTERNALLY_FUNDED_INVESTMENT
KOTAKBANK,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
KOTAKBANK,2020-03,SELF_FUNDED_REINVESTMENT
KOTAKBANK,2021-03,SELF_FUNDED_REINVESTMENT
KOTAKBANK,2022-03,EXPANSION_WITH_EXTERNAL_CAPITAL
KOTAKBANK,2023-03,EXTERNALLY_FUNDED_INVESTMENT
KOTAKBANK,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
LICI,2019-03,ASSET_MONETISATION_AND_DELEVERAGING
LICI,2020-03,SELF_FUNDED_REINVESTMENT
LICI,2021-03,ASSET_MONETISATION_AND_DELEVERAGING
LICI,2022-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
LICI,2023-03,SELF_FUNDED_REINVESTMENT
LICI,2024-03,SELF_FUNDED_REINVESTMENT
LODHA,2011-03,NO_DATA
LODHA,2012-03,NO_DATA
LODHA,2015-03,NO_DATA
LODHA,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
LODHA,2017-03,SELF_FUNDED_REINVESTMENT
LODHA,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
LODHA,2019-03,EXTERNALLY_FUNDED_INVESTMENT
LODHA,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
LODHA,2021-03,ASSET_MONETISATION_AND_DELEVERAGING
LODHA,2022-03,ASSET_MONETISATION_AND_DELEVERAGING
LODHA,2023-03,ASSET_MONETISATION_AND_DELEVERAGING
LODHA,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
LT,2013-03,EXTERNALLY_FUNDED_INVESTMENT
LT,2014-03,EXTERNALLY_FUNDED_INVESTMENT
LT,2015-03,EXTERNALLY_FUNDED_INVESTMENT
LT,2016-03,EXTERNALLY_FUNDED_INVESTMENT
LT,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
LT,2018-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
LT,2019-03,EXTERNALLY_FUNDED_INVESTMENT
LT,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
LT,2021-03,SELF_FUNDED_REINVESTMENT
LT,2022-03,SELF_FUNDED_REINVESTMENT
LT,2023-03,SELF_FUNDED_REINVESTMENT
LT,2024-03,ASSET_MONETISATION_AND_DELEVERAGING
LTIM,2013-03,SELF_FUNDED_REINVESTMENT
LTIM,2014-03,ASSET_MONETISATION_AND_DELEVERAGING
LTIM,2015-03,SELF_FUNDED_REINVESTMENT
LTIM,2016-03,SELF_FUNDED_REINVESTMENT
LTIM,2017-03,SELF_FUNDED_REINVESTMENT
LTIM,2018-03,SELF_FUNDED_REINVESTMENT
LTIM,2019-03,SELF_FUNDED_REINVESTMENT
LTIM,2020-03,SELF_FUNDED_REINVESTMENT
LTIM,2021-03,SELF_FUNDED_REINVESTMENT
LTIM,2022-03,SELF_FUNDED_REINVESTMENT
LTIM,2023-03,SELF_FUNDED_REINVESTMENT
LTIM,2024-03,SELF_FUNDED_REINVESTMENT
M&M,2013-03,EXTERNALLY_FUNDED_INVESTMENT
M&M,2014-03,EXTERNALLY_FUNDED_INVESTMENT
M&M,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
M&M,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
M&M,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
M&M,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
M&M,2019-03,EXTERNALLY_FUNDED_INVESTMENT
M&M,2020-03,EXTERNALLY_FUNDED_INVESTMENT
M&M,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
M&M,2022-03,SELF_FUNDED_REINVESTMENT
M&M,2023-03,EXTERNALLY_FUNDED_INVESTMENT
M&M,2024-03,EXTERNALLY_FUNDED_INVESTMENT
MARUTI,2013-03,SELF_FUNDED_REINVESTMENT
MARUTI,2014-03,SELF_FUNDED_REINVESTMENT
MARUTI,2015-03,SELF_FUNDED_REINVESTMENT
MARUTI,2016-03,SELF_FUNDED_REINVESTMENT
MARUTI,2017-03,SELF_FUNDED_REINVESTMENT
MARUTI,2018-03,SELF_FUNDED_REINVESTMENT
MARUTI,2019-03,SELF_FUNDED_REINVESTMENT
MARUTI,2020-03,SELF_FUNDED_REINVESTMENT
MARUTI,2021-03,SELF_FUNDED_REINVESTMENT
MARUTI,2022-03,SELF_FUNDED_REINVESTMENT
MARUTI,2023-03,SELF_FUNDED_REINVESTMENT
MARUTI,2024-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2013-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2014-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
MOTHERSON,2016-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
MOTHERSON,2018-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2019-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2020-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2021-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2022-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2023-03,SELF_FUNDED_REINVESTMENT
MOTHERSON,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NAUKRI,2013-03,SELF_FUNDED_REINVESTMENT
NAUKRI,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NAUKRI,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NAUKRI,2016-03,SELF_FUNDED_REINVESTMENT
NAUKRI,2017-03,SELF_FUNDED_REINVESTMENT
NAUKRI,2018-03,SELF_FUNDED_REINVESTMENT
NAUKRI,2019-03,SELF_FUNDED_REINVESTMENT
NAUKRI,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
NAUKRI,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NAUKRI,2022-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NAUKRI,2023-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NAUKRI,2024-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NESTLEIND,2013-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2014-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2015-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2016-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2017-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2018-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2019-12,ASSET_MONETISATION_AND_DELEVERAGING
NESTLEIND,2020-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2021-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2022-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2023-12,SELF_FUNDED_REINVESTMENT
NESTLEIND,2024-03,SELF_FUNDED_REINVESTMENT
NHPC,2013-03,SELF_FUNDED_REINVESTMENT
NHPC,2014-03,SELF_FUNDED_REINVESTMENT
NHPC,2015-03,SELF_FUNDED_REINVESTMENT
NHPC,2016-03,SELF_FUNDED_REINVESTMENT
NHPC,2017-03,SELF_FUNDED_REINVESTMENT
NHPC,2018-03,SELF_FUNDED_REINVESTMENT
NHPC,2019-03,SELF_FUNDED_REINVESTMENT
NHPC,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NHPC,2021-03,SELF_FUNDED_REINVESTMENT
NHPC,2022-03,SELF_FUNDED_REINVESTMENT
NHPC,2023-03,SELF_FUNDED_REINVESTMENT
NHPC,2024-03,SELF_FUNDED_REINVESTMENT
NTPC,2013-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NTPC,2014-03,SELF_FUNDED_REINVESTMENT
NTPC,2015-03,SELF_FUNDED_REINVESTMENT
NTPC,2016-03,SELF_FUNDED_REINVESTMENT
NTPC,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NTPC,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NTPC,2019-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NTPC,2020-03,EXPANSION_WITH_EXTERNAL_CAPITAL
NTPC,2021-03,SELF_FUNDED_REINVESTMENT
NTPC,2022-03,SELF_FUNDED_REINVESTMENT
NTPC,2023-03,SELF_FUNDED_REINVESTMENT
NTPC,2024-03,SELF_FUNDED_REINVESTMENT
ONGC,2013-03,SELF_FUNDED_REINVESTMENT
ONGC,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ONGC,2015-03,SELF_FUNDED_REINVESTMENT
ONGC,2016-03,SELF_FUNDED_REINVESTMENT
ONGC,2017-03,SELF_FUNDED_REINVESTMENT
ONGC,2018-03,EXPANSION_WITH_EXTERNAL_CAPITAL
ONGC,2019-03,SELF_FUNDED_REINVESTMENT
ONGC,2020-03,SELF_FUNDED_REINVESTMENT
ONGC,2021-03,SELF_FUNDED_REINVESTMENT
ONGC,2022-03,SELF_FUNDED_REINVESTMENT
ONGC,2023-03,SELF_FUNDED_REINVESTMENT
ONGC,2024-03,SELF_FUNDED_REINVESTMENT
PFC,2013-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
PFC,2014-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
PFC,2015-03,EXTERNALLY_FUNDED_INVESTMENT
PFC,2016-03,EXTERNALLY_FUNDED_INVESTMENT
PFC,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
PFC,2018-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
PFC,2019-03,EXTERNALLY_FUNDED_INVESTMENT
PFC,2020-03,EXTERNALLY_FUNDED_INVESTMENT
PFC,2021-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
PFC,2022-03,SELF_FUNDED_REINVESTMENT
PFC,2023-03,EXTERNALLY_FUNDED_INVESTMENT
PFC,2024-03,EXTERNALLY_FUNDED_INVESTMENT
PIDILITIND,2013-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2014-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2015-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2016-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2017-03,EXPANSION_WITH_EXTERNAL_CAPITAL
PIDILITIND,2018-03,ASSET_MONETISATION_AND_DELEVERAGING
PIDILITIND,2019-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2020-03,ASSET_MONETISATION_AND_DELEVERAGING
PIDILITIND,2021-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2022-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2023-03,SELF_FUNDED_REINVESTMENT
PIDILITIND,2024-03,SELF_FUNDED_REINVESTMENT
PNB,2013-03,CASH_BURN_AND_CONTRACTION
PNB,2014-03,EXPANSION_WITH_EXTERNAL_CAPITAL
PNB,2015-03,EXPANSION_WITH_EXTERNAL_CAPITAL
PNB,2016-03,EXPANSION_WITH_EXTERNAL_CAPITAL
PNB,2017-03,ASSET_MONETISATION_AND_DELEVERAGING
PNB,2018-03,RESTRUCTURING_WITH_EXTERNAL_SUPPORT
PNB,2019-03,EXTERNALLY_FUNDED_INVESTMENT
PNB,2020-03,EXTERNALLY_FUNDED_INVESTMENT
PNB,2021-03,EXPANSION_WITH_EXTERNAL_CAPITAL
