source_id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,period_kind
454,DRREDDY,2021-03,3570.0,-2255.0,-30.0,1286.0,fiscal
455,DRREDDY,2022-03,2811.0,-2565.0,-242.0,3.0,fiscal
456,DRREDDY,2023-03,5888.0,-4109.0,-2686.0,-907.0,fiscal
457,DRREDDY,2024-03,4543.0,-4034.0,-376.0,133.0,fiscal
458,EICHERMOT,2012-12,496.0,-773.0,-111.0,-388.0,fiscal
459,EICHERMOT,2013-12,716.0,-790.0,-47.0,-121.0,fiscal
460,EICHERMOT,2014-12,1047.0,-1214.0,-162.0,-329.0,fiscal
461,EICHERMOT,2016-03,1463.0,-1001.0,-466.0,-4.0,fiscal
462,EICHERMOT,2017-03,1708.0,-1744.0,25.0,-10.0,fiscal
463,EICHERMOT,2018-03,2482.0,-2145.0,-262.0,75.0,fiscal
464,EICHERMOT,2019-03,1575.0,-660.0,-292.0,623.0,fiscal
465,EICHERMOT,2020-03,1694.0,-1508.0,-858.0,-673.0,fiscal
466,EICHERMOT,2021-03,1691.0,-1625.0,-15.0,51.0,fiscal
467,EICHERMOT,2022-03,1527.0,-983.0,-593.0,-50.0,fiscal
468,EICHERMOT,2023-03,2823.0,-2397.0,-417.0,8.0,fiscal
469,EICHERMOT,2024-03,3724.0,-2834.0,-844.0,45.0,fiscal
470,GAIL,2013-03,6603.0,-8626.0,3642.0,1618.0,fiscal
471,GAIL,2014-03,4615.0,-4466.0,-3.0,146.0,fiscal
472,GAIL,2015-03,4214.0,-2809.0,-3058.0,-1653.0,fiscal
473,GAIL,2016-03,3960.0,-904.0,-3028.0,29.0,fiscal
474,GAIL,2017-03,6024.0,-334.0,-5275.0,415.0,fiscal
475,GAIL,2018-03,8769.0,-2660.0,-5252.0,858.0,fiscal
476,GAIL,2019-03,7984.0,-5701.0,-3364.0,-1081.0,fiscal
477,GAIL,2020-03,8345.0,-8299.0,281.0,328.0,fiscal
478,GAIL,2021-03,8993.0,-4640.0,-3471.0,882.0,fiscal
479,GAIL,2022-03,9420.0,-5490.0,-3917.0,13.0,fiscal
480,GAIL,2023-03,3205.0,-7453.0,2972.0,-1276.0,fiscal
481,GAIL,2024-03,12586.0,-8226.0,-3457.0,902.0,fiscal
482,GODREJCP,2013-03,820.0,-865.0,282.0,237.0,fiscal
483,GODREJCP,2014-03,1116.0,-494.0,-620.0,1.0,fiscal
484,GODREJCP,2015-03,1027.0,-1236.0,-12.0,-221.0,fiscal
485,GODREJCP,2016-03,847.0,-622.0,-202.0,23.0,fiscal
486,GODREJCP,2017-03,1860.0,-2243.0,665.0,282.0,fiscal
487,GODREJCP,2018-03,1723.0,-336.0,-1384.0,3.0,fiscal
488,GODREJCP,2019-03,1729.0,274.0,-2039.0,-36.0,fiscal
489,GODREJCP,2020-03,1588.0,-552.0,-1295.0,-259.0,fiscal
490,GODREJCP,2021-03,2030.0,-292.0,-1816.0,-79.0,fiscal
491,GODREJCP,2022-03,1451.0,-844.0,-380.0,227.0,fiscal
492,GODREJCP,2023-03,2151.0,-1754.0,-794.0,-398.0,fiscal
493,GODREJCP,2024-03,2070.0,-3435.0,1406.0,41.0,fiscal
494,GRASIM,2013-03,4242.0,-5687.0,1348.0,-97.0,fiscal
495,GRASIM,2014-03,3549.0,-2336.0,-1046.0,168.0,fiscal
496,GRASIM,2015-03,4594.0,-2359.0,-2278.0,-42.0,fiscal
497,GRASIM,2016-03,5868.0,-4515.0,-1365.0,-11.0,fiscal
498,GRASIM,2017-03,7288.0,-3509.0,-3799.0,-20.0,fiscal
499,GRASIM,2018-03,-4140.0,1546.0,3449.0,856.0,fiscal
500,GRASIM,2019-03,-1659.0,-2212.0,4158.0,287.0,fiscal
501,GRASIM,2020-03,16620.0,-11364.0,-3418.0,1838.0,fiscal
502,GRASIM,2021-03,15075.0,-7146.0,-8003.0,-75.0,fiscal
503,GRASIM,2022-03,7038.0,-1053.0,-6733.0,-748.0,fiscal
504,GRASIM,2023-03,-12685.0,-13712.0,26469.0,72.0,fiscal
505,GRASIM,2024-03,-10719.0,-23114.0,33908.0,75.0,fiscal
506,HAL,2017-03,-423.0,3021.0,-164.0,2433.0,fiscal
507,HAL,2018-03,-734.0,594.0,-2540.0,-2680.0,fiscal
508,HAL,2019-03,-7694.0,5292.0,2321.0,-80.0,fiscal
509,HAL,2020-03,1537.0,-1334.0,64.0,266.0,fiscal
510,HAL,2021-03,15124.0,-1190.0,-7070.0,6864.0,fiscal
511,HAL,2022-03,10180.0,-12789.0,-1464.0,-4072.0,fiscal
512,HAL,2023-03,8836.0,-5734.0,-1731.0,1370.0,fiscal
513,HAL,2024-03,8226.0,-6412.0,-1999.0,-185.0,fiscal
514,HAVELLS,2013-03,638.0,-144.0,-252.0,242.0,fiscal
515,HAVELLS,2014-03,868.0,-376.0,-310.0,183.0,fiscal
516,HAVELLS,2015-03,963.0,-485.0,-754.0,-277.0,fiscal
517,HAVELLS,2016-03,513.0,-121.0,-621.0,-229.0,fiscal
518,HAVELLS,2017-03,767.0,-220.0,-98.0,450.0,fiscal
519,HAVELLS,2018-03,1100.0,-946.0,-409.0,-255.0,fiscal
520,HAVELLS,2019-03,501.0,185.0,-318.0,368.0,fiscal
521,HAVELLS,2020-03,827.0,-548.0,-716.0,-437.0,fiscal
522,HAVELLS,2021-03,660.0,-763.0,190.0,87.0,fiscal
523,HAVELLS,2022-03,1728.0,-759.0,-547.0,421.0,fiscal
524,HAVELLS,2023-03,565.0,31.0,-907.0,-311.0,fiscal
525,HAVELLS,2024-03,1953.0,-1618.0,-534.0,-199.0,fiscal
526,HCLTECH,2013-06,4492.0,-2361.0,-2086.0,44.0,fiscal
527,HCLTECH,2014-06,6457.0,-4842.0,-1308.0,307.0,fiscal
528,HCLTECH,2015-06,5539.0,-2088.0,-3140.0,311.0,fiscal
529,HCLTECH,2016-03,3823.0,-2208.0,-2237.0,-623.0,fiscal
530,HCLTECH,2017-03,8995.0,-3890.0,-4517.0,588.0,fiscal
531,HCLTECH,2018-03,8328.0,-2236.0,-5714.0,378.0,fiscal
532,HCLTECH,2019-03,8971.0,-3256.0,-1471.0,4244.0,fiscal
533,HCLTECH,2020-03,13359.0,-12332.0,-3168.0,-2141.0,fiscal
534,HCLTECH,2021-03,19618.0,-5665.0,-11192.0,2761.0,fiscal
535,HCLTECH,2022-03,16900.0,1597.0,-14508.0,3989.0,fiscal
536,HCLTECH,2023-03,18009.0,-3573.0,-15881.0,-1445.0,fiscal
537,HCLTECH,2024-03,22448.0,-6608.0,-15464.0,376.0,fiscal
538,HDFCBANK,2013-03,-5847.0,-902.0,13105.0,6356.0,fiscal
539,HDFCBANK,2014-03,4211.0,-1099.0,9270.0,12382.0,fiscal
540,HDFCBANK,2015-03,-21281.0,-800.0,18694.0,-3387.0,fiscal
541,HDFCBANK,2016-03,-34435.0,-837.0,37815.0,2542.0,fiscal
542,HDFCBANK,2017-03,17282.0,-1146.0,-5893.0,10242.0,fiscal
543,HDFCBANK,2018-03,17214.0,-842.0,57378.0,73750.0,fiscal
544,HDFCBANK,2019-03,-62872.0,-1503.0,23131.0,-41244.0,fiscal
545,HDFCBANK,2020-03,-16869.0,-1403.0,24394.0,6122.0,fiscal
546,HDFCBANK,2021-03,42476.0,-1823.0,-7321.0,33332.0,fiscal
547,HDFCBANK,2022-03,-11960.0,-2051.0,48124.0,34113.0,fiscal
548,HDFCBANK,2023-03,20814.0,-2992.0,23941.0,41762.0,fiscal
549,HDFCBANK,2024-03,19069.0,16600.0,-3983.0,31687.0,fiscal
550,HDFCLIFE,2013-03,,,,,fiscal
551,HDFCLIFE,2014-03,,,,,fiscal
552,HDFCLIFE,2015-03,4459.0,-3514.0,-168.0,777.0,fiscal
553,HDFCLIFE,2016-03,5687.0,-3962.0,-212.0,1513.0,fiscal
554,HDFCLIFE,2017-03,6230.0,-5177.0,-236.0,817.0,fiscal
555,HDFCLIFE,2018-03,6739.0,-4421.0,-196.0,2122.0,fiscal
556,HDFCLIFE,2019-03,9868.0,-10182.0,-337.0,-651.0,fiscal
557,HDFCLIFE,2020-03,7388.0,-7789.0,38.0,-364.0,fiscal
558,HDFCLIFE,2021-03,9703.0,-8952.0,678.0,1429.0,fiscal
559,HDFCLIFE,2022-03,5943.0,-801.0,-238.0,4904.0,fiscal
560,HDFCLIFE,2023-03,6883.0,-10071.0,1985.0,-1203.0,fiscal
561,HDFCLIFE,2024-03,10721.0,-13614.0,-403.0,-3296.0,fiscal
562,HEROMOTOCO,2014-03,2963.0,-1616.0,-1414.0,-66.0,fiscal
563,HEROMOTOCO,2015-03,2186.0,31.0,-2131.0,86.0,fiscal
564,HEROMOTOCO,2016-03,3722.0,-2300.0,-1475.0,-53.0,fiscal
565,HEROMOTOCO,2017-03,4007.0,-1972.0,-2036.0,-1.0,fiscal
566,HEROMOTOCO,2018-03,4017.0,-1858.0,-2102.0,57.0,fiscal
567,HEROMOTOCO,2019-03,1032.0,1298.0,-2252.0,78.0,fiscal
568,HEROMOTOCO,2020-03,5518.0,-2819.0,-2602.0,97.0,fiscal
569,HEROMOTOCO,2021-03,4110.0,-2289.0,-1852.0,-31.0,fiscal
570,HEROMOTOCO,2022-03,2104.0,-222.0,-1975.0,-94.0,fiscal
571,HEROMOTOCO,2023-03,2614.0,-421.0,-2147.0,45.0,fiscal
572,HEROMOTOCO,2024-03,4923.0,-1828.0,-2717.0,379.0,fiscal
573,HINDALCO,2013-03,2977.0,-13801.0,10278.0,-545.0,fiscal
574,HINDALCO,2014-03,7956.0,-8095.0,1493.0,1353.0,fiscal
575,HINDALCO,2015-03,7143.0,-3873.0,-2437.0,833.0,fiscal
576,HINDALCO,2016-03,11688.0,-3220.0,-8862.0,-394.0,fiscal
577,HINDALCO,2017-03,12687.0,-2876.0,-5552.0,4259.0,fiscal
578,HINDALCO,2018-03,10898.0,5333.0,-16412.0,-181.0,fiscal
579,HINDALCO,2019-03,11977.0,-5456.0,-5466.0,1055.0,fiscal
580,HINDALCO,2020-03,12745.0,-7227.0,6656.0,12174.0,fiscal
581,HINDALCO,2021-03,17232.0,-25280.0,-4882.0,-12930.0,fiscal
582,HINDALCO,2022-03,16838.0,-6773.0,-6765.0,3300.0,fiscal
583,HINDALCO,2023-03,19208.0,-7559.0,-10450.0,1199.0,fiscal
584,HINDALCO,2024-03,24056.0,-14267.0,-10817.0,-1028.0,fiscal
585,HINDUNILVR,2013-03,3605.0,63.0,-4147.0,-480.0,fiscal
586,HINDUNILVR,2014-03,3818.0,-475.0,-2960.0,383.0,fiscal
587,HINDUNILVR,2015-03,3292.0,138.0,-3462.0,-33.0,fiscal
588,HINDUNILVR,2016-03,4171.0,-282.0,-3864.0,25.0,fiscal
589,HINDUNILVR,2017-03,5185.0,-1173.0,-4214.0,-202.0,fiscal
590,HINDUNILVR,2018-03,6059.0,-1063.0,-4975.0,21.0,fiscal
591,HINDUNILVR,2019-03,5800.0,-438.0,-5390.0,-28.0,fiscal
592,HINDUNILVR,2020-03,7623.0,1791.0,-6819.0,2595.0,fiscal
593,HINDUNILVR,2021-03,9163.0,-1228.0,-9309.0,-1374.0,fiscal
594,HINDUNILVR,2022-03,9048.0,-1728.0,-8015.0,-695.0,fiscal
595,HINDUNILVR,2023-03,9991.0,-1484.0,-8953.0,-446.0,fiscal
596,HINDUNILVR,2024-03,15469.0,-5324.0,-10034.0,111.0,fiscal
597,ICICIBANK,2013-03,17494.0,-18563.0,9283.0,8215.0,fiscal
598,ICICIBANK,2014-03,6765.0,-15750.0,7872.0,-1113.0,fiscal
599,ICICIBANK,2015-03,-12273.0,-13175.0,24827.0,-621.0,fiscal
600,ICICIBANK,2016-03,23645.0,-12060.0,5814.0,17399.0,fiscal
601,ICICIBANK,2017-03,52636.0,-1711.0,-35470.0,15455.0,fiscal
602,ICICIBANK,2018-03,19383.0,-50551.0,39676.0,8508.0,fiscal
603,ICICIBANK,2019-03,48671.0,-30282.0,-19997.0,-1608.0,fiscal
604,ICICIBANK,2020-03,79565.0,-42095.0,2992.0,40462.0,fiscal
605,ICICIBANK,2021-03,138015.0,-63631.0,-54667.0,19718.0,fiscal
606,ICICIBANK,2022-03,58111.0,-39448.0,17451.0,36114.0,fiscal
607,ICICIBANK,2023-03,-3771.0,-67689.0,24791.0,-46669.0,fiscal
608,ICICIBANK,2024-03,157284.0,-144737.0,13765.0,26312.0,fiscal
609,ICICIGI,2013-03,984.0,-962.0,102.0,124.0,fiscal
610,ICICIGI,2014-03,595.0,-706.0,4.0,-108.0,fiscal
611,ICICIGI,2015-03,-98.0,171.0,-93.0,-20.0,fiscal
612,ICICIGI,2016-03,511.0,-310.0,-148.0,53.0,fiscal
613,ICICIGI,2017-03,1628.0,-1990.0,361.0,-1.0,fiscal
614,ICICIGI,2018-03,2390.0,-1896.0,-96.0,398.0,fiscal
615,ICICIGI,2019-03,2976.0,-2856.0,-310.0,-190.0,fiscal
616,ICICIGI,2020-03,3433.0,-3382.0,-420.0,-369.0,fiscal
617,ICICIGI,2021-03,1774.0,-1367.0,-212.0,195.0,fiscal
618,ICICIGI,2022-03,809.0,135.0,-879.0,65.0,fiscal
619,ICICIGI,2023-03,2290.0,-1685.0,-695.0,-90.0,fiscal
620,ICICIGI,2024-03,2407.0,-1921.0,-355.0,131.0,fiscal
621,ICICIPRULI,2013-03,-2641.0,1564.0,-514.0,-1591.0,fiscal
622,ICICIPRULI,2014-03,-2382.0,6012.0,-1091.0,2539.0,fiscal
623,ICICIPRULI,2015-03,523.0,-1822.0,-966.0,-2264.0,fiscal
624,ICICIPRULI,2016-03,3634.0,27.0,-1442.0,2219.0,fiscal
625,ICICIPRULI,2017-03,4130.0,-696.0,-994.0,2439.0,fiscal
626,ICICIPRULI,2018-03,5690.0,-5389.0,-1188.0,-887.0,fiscal
627,ICICIPRULI,2019-03,11377.0,-7559.0,-843.0,2975.0,fiscal
628,ICICIPRULI,2020-03,8596.0,-10797.0,-405.0,-2606.0,fiscal
629,ICICIPRULI,2021-03,7314.0,-5084.0,1205.0,3434.0,fiscal
630,ICICIPRULI,2022-03,1831.0,-816.0,-319.0,696.0,fiscal
631,ICICIPRULI,2023-03,89.0,-1145.0,-112.0,-1168.0,fiscal
632,ICICIPRULI,2024-03,-7315.0,7420.0,-88.0,17.0,fiscal
633,INDIGO,2013-03,1741.0,-1890.0,36.0,-113.0,fiscal
634,INDIGO,2014-03,1595.0,-2914.0,1285.0,-34.0,fiscal
635,INDIGO,2015-03,2384.0,-940.0,-1308.0,136.0,fiscal
636,INDIGO,2016-03,3116.0,-1337.0,-1220.0,559.0,fiscal
637,INDIGO,2017-03,3782.0,-3033.0,-1401.0,-652.0,fiscal
638,INDIGO,2018-03,3903.0,-4152.0,766.0,518.0,fiscal
639,INDIGO,2019-03,3160.0,-2526.0,-592.0,42.0,fiscal
640,INDIGO,2020-03,6943.0,-4573.0,-2407.0,-37.0,fiscal
641,INDIGO,2021-03,-1620.0,3228.0,-1775.0,-168.0,fiscal
642,INDIGO,2022-03,2064.0,1527.0,-3088.0,503.0,fiscal
643,INDIGO,2023-03,12703.0,-4039.0,-8432.0,232.0,fiscal
644,INDIGO,2024-03,21183.0,-11759.0,-9979.0,-555.0,fiscal
645,INDUSINDBK,2013-03,-486.0,-174.0,1969.0,1309.0,fiscal
646,INDUSINDBK,2014-03,-4106.0,-174.0,4200.0,-79.0,fiscal
647,INDUSINDBK,2015-03,-1421.0,-276.0,5707.0,4010.0,fiscal
648,INDUSINDBK,2016-03,-2927.0,-258.0,2517.0,-667.0,fiscal
649,INDUSINDBK,2017-03,11569.0,-285.0,-2768.0,8516.0,fiscal
650,INDUSINDBK,2018-03,-20700.0,-217.0,15505.0,-5412.0,fiscal
651,INDUSINDBK,2019-03,-6389.0,-633.0,8590.0,1568.0,fiscal
652,INDUSINDBK,2020-03,-12039.0,526.0,12733.0,1220.0,fiscal
653,INDUSINDBK,2021-03,44646.0,-226.0,-4096.0,40324.0,fiscal
654,INDUSINDBK,2022-03,16600.0,-351.0,-4302.0,11947.0,fiscal
655,INDUSINDBK,2023-03,-12438.0,-441.0,1115.0,-11763.0,fiscal
656,INDUSINDBK,2024-03,-16843.0,-625.0,-2242.0,-19710.0,fiscal
657,INFY,2013-03,7373.0,-2922.0,-3210.0,1241.0,fiscal
658,INFY,2014-03,9825.0,-2563.0,-3144.0,4118.0,fiscal
659,INFY,2015-03,8353.0,999.0,-4935.0,4417.0,fiscal
660,INFY,2016-03,10028.0,-885.0,-6813.0,2330.0,fiscal
661,INFY,2017-03,11531.0,-14664.0,-6939.0,-10072.0,fiscal
662,INFY,2018-03,13218.0,4533.0,-20505.0,-2754.0,fiscal
663,INFY,2019-03,14841.0,-632.0,-14512.0,-303.0,fiscal
664,INFY,2020-03,17003.0,-331.0,-17591.0,-919.0,fiscal
665,INFY,2021-03,23224.0,-7373.0,-9786.0,6065.0,fiscal
666,INFY,2022-03,23885.0,-6485.0,-24642.0,-7242.0,fiscal
667,INFY,2023-03,22467.0,-1071.0,-26695.0,-5299.0,fiscal
668,INFY,2024-03,25210.0,-5093.0,-17504.0,2613.0,fiscal
669,IOC,2013-03,9340.0,-9294.0,352.0,398.0,fiscal
670,IOC,2014-03,24195.0,-18594.0,-3116.0,2485.0,fiscal
671,IOC,2015-03,46092.0,-10215.0,-38283.0,-2406.0,fiscal
672,IOC,2016-03,25624.0,-13610.0,-11890.0,124.0,fiscal
673,IOC,2017-03,28216.0,-17684.0,-10937.0,-405.0,fiscal
674,IOC,2018-03,29115.0,-17119.0,-12007.0,-11.0,fiscal
675,IOC,2019-03,12747.0,-22569.0,10436.0,614.0,fiscal
676,IOC,2020-03,7146.0,-29101.0,22456.0,502.0,fiscal
677,IOC,2021-03,49650.0,-22935.0,-27369.0,-653.0,fiscal
678,IOC,2022-03,25747.0,-21294.0,-4058.0,395.0,fiscal
679,IOC,2023-03,29644.0,-28030.0,-1794.0,-180.0,fiscal
680,IOC,2024-03,71099.0,-31464.0,-39385.0,250.0,fiscal
681,IRCTC,2015-03,69.0,-46.0,-17.0,6.0,fiscal
682,IRCTC,2016-03,288.0,7.0,-31.0,263.0,fiscal
683,IRCTC,2017-03,338.0,94.0,-136.0,296.0,fiscal
684,IRCTC,2018-03,24.0,40.0,-57.0,7.0,fiscal
685,IRCTC,2019-03,499.0,-353.0,-179.0,-33.0,fiscal
686,IRCTC,2020-03,409.0,8.0,-280.0,137.0,fiscal
687,IRCTC,2021-03,248.0,-453.0,-47.0,-252.0,fiscal
688,IRCTC,2022-03,524.0,-242.0,-258.0,23.0,fiscal
689,IRCTC,2023-03,812.0,-317.0,-434.0,61.0,fiscal
690,IRCTC,2024-03,882.0,-215.0,-404.0,262.0,fiscal
691,IRFC,2016-03,-16378.0,2.0,17582.0,1206.0,fiscal
692,IRFC,2017-03,-19455.0,2.0,18250.0,-1204.0,fiscal
693,IRFC,2018-03,-28076.0,2.0,28075.0,0.0,fiscal
694,IRFC,2019-03,-41748.0,1.0,41749.0,3.0,fiscal
695,IRFC,2020-03,-62701.0,1.0,62697.0,-2.0,fiscal
696,IRFC,2021-03,-89907.0,0.0,90202.0,296.0,fiscal
697,IRFC,2022-03,-64412.0,-5.0,64266.0,-151.0,fiscal
698,IRFC,2023-03,-28588.0,0.0,28644.0,56.0,fiscal
699,IRFC,2024-03,7914.0,-8.0,-8046.0,-140.0,fiscal
700,ITC,2013-03,7102.0,-3881.0,-3310.0,-90.0,fiscal
701,ITC,2014-03,7344.0,-3254.0,-4122.0,-32.0,fiscal
702,ITC,2015-03,9843.0,-5275.0,-4661.0,-93.0,fiscal
703,ITC,2016-03,9799.0,-3921.0,-5613.0,266.0,fiscal
704,ITC,2017-03,10627.0,-3251.0,-7301.0,75.0,fiscal
705,ITC,2018-03,13169.0,-7114.0,-6221.0,-166.0,fiscal
706,ITC,2019-03,12583.0,-5546.0,-6869.0,169.0,fiscal
707,ITC,2020-03,14690.0,-6174.0,-8181.0,334.0,fiscal
708,ITC,2021-03,12527.0,5740.0,-18634.0,-367.0,fiscal
709,ITC,2022-03,15776.0,-2238.0,-13580.0,-43.0,fiscal
710,ITC,2023-03,18878.0,-5732.0,-13006.0,139.0,fiscal
711,ITC,2024-03,17179.0,1563.0,-18551.0,191.0,fiscal
712,JINDALSTEL,2013-03,3522.0,-9591.0,6111.0,43.0,fiscal
713,JINDALSTEL,2014-03,4580.0,-12694.0,8879.0,766.0,fiscal
714,JINDALSTEL,2015-03,1182.0,-6717.0,5708.0,173.0,fiscal
715,JINDALSTEL,2016-03,4333.0,-2262.0,-2672.0,-601.0,fiscal
716,JINDALSTEL,2017-03,6850.0,-1998.0,-5108.0,-256.0,fiscal
717,JINDALSTEL,2018-03,7724.0,-1431.0,-6276.0,17.0,fiscal
718,JINDALSTEL,2019-03,9027.0,-832.0,-8261.0,-67.0,fiscal
719,JINDALSTEL,2020-03,8814.0,-1476.0,-7016.0,322.0,fiscal
720,JINDALSTEL,2021-03,11961.0,-1884.0,-4612.0,5465.0,fiscal
721,JINDALSTEL,2022-03,16048.0,-2331.0,-15120.0,-1403.0,fiscal
722,JINDALSTEL,2023-03,7347.0,-4090.0,-2500.0,757.0,fiscal
723,JINDALSTEL,2024-03,6008.0,-8344.0,1381.0,-955.0,fiscal
724,JIOFIN,2023-03,2055.0,-1110.0,-889.0,56.0,fiscal
725,JIOFIN,2024-03,-678.0,1441.0,-753.0,11.0,fiscal
726,JSWENERGY,2013-03,1725.0,-944.0,-684.0,96.0,fiscal
727,JSWENERGY,2014-03,2269.0,-363.0,-1859.0,48.0,fiscal
728,JSWENERGY,2015-03,3394.0,-422.0,-2327.0,645.0,fiscal
729,JSWENERGY,2016-03,3538.0,-3272.0,-1622.0,-1357.0,fiscal
730,JSWENERGY,2017-03,3853.0,-762.0,-2595.0,496.0,fiscal
731,JSWENERGY,2018-03,3934.0,-215.0,-3968.0,-249.0,fiscal
732,JSWENERGY,2019-03,2491.0,-55.0,-2523.0,-87.0,fiscal
733,JSWENERGY,2020-03,2082.0,301.0,-1962.0,421.0,fiscal
734,JSWENERGY,2021-03,3700.0,-1030.0,-2515.0,155.0,fiscal
735,JSWENERGY,2022-03,2952.0,-1387.0,-781.0,784.0,fiscal
736,JSWENERGY,2023-03,2084.0,-6778.0,7327.0,2634.0,fiscal
737,JSWENERGY,2024-03,6234.0,-8197.0,1675.0,-289.0,fiscal
738,JSWSTEEL,2013-03,5844.0,-5433.0,-791.0,-380.0,fiscal
739,JSWSTEEL,2014-03,2594.0,-5618.0,3300.0,276.0,fiscal
740,JSWSTEEL,2015-03,7876.0,-7372.0,-169.0,334.0,fiscal
741,JSWSTEEL,2016-03,6897.0,-3857.0,-3151.0,-111.0,fiscal
742,JSWSTEEL,2017-03,7888.0,-5094.0,-2710.0,84.0,fiscal
743,JSWSTEEL,2018-03,12379.0,-4529.0,-8185.0,-335.0,fiscal
744,JSWSTEEL,2019-03,14633.0,-11387.0,1753.0,4999.0,fiscal
745,JSWSTEEL,2020-03,12785.0,-19589.0,5189.0,-1615.0,fiscal
746,JSWSTEEL,2021-03,18789.0,-7702.0,-3110.0,7977.0,fiscal
747,JSWSTEEL,2022-03,26270.0,-14748.0,-14657.0,-3135.0,fiscal
748,JSWSTEEL,2023-03,23323.0,-10730.0,-5977.0,6616.0,fiscal
749,JSWSTEEL,2024-03,12078.0,-14467.0,-5005.0,-7394.0,fiscal
750,KOTAKBANK,2013-03,2878.0,-9035.0,7099.0,942.0,fiscal
751,KOTAKBANK,2014-03,9068.0,-1130.0,-5814.0,2125.0,fiscal
752,KOTAKBANK,2015-03,2302.0,-4467.0,2426.0,260.0,fiscal
753,KOTAKBANK,2016-03,5025.0,-2353.0,2024.0,4696.0,fiscal
754,KOTAKBANK,2017-03,13222.0,-5289.0,6055.0,13989.0,fiscal
755,KOTAKBANK,2018-03,-10392.0,-5475.0,14679.0,-1188.0,fiscal
756,KOTAKBANK,2019-03,1822.0,-3323.0,8365.0,6864.0,fiscal
757,KOTAKBANK,2020-03,46619.0,-13068.0,-735.0,32815.0,fiscal
758,KOTAKBANK,2021-03,4881.0,-11172.0,-10072.0,-16363.0,fiscal
759,KOTAKBANK,2022-03,8308.0,-10903.0,7543.0,4949.0,fiscal
760,KOTAKBANK,2023-03,-1242.0,-10381.0,1883.0,-9740.0,fiscal
761,KOTAKBANK,2024-03,15685.0,-8919.0,15515.0,22281.0,fiscal
762,LICI,2019-03,13274.0,9636.0,-13700.0,9210.0,fiscal
763,LICI,2020-03,54367.0,-40415.0,-18664.0,-4712.0,fiscal
764,LICI,2021-03,80602.0,148447.0,-256125.0,-27077.0,fiscal
765,LICI,2022-03,-3783.0,12531.0,0.0,8748.0,fiscal
766,LICI,2023-03,54519.0,-52848.0,-949.0,722.0,fiscal
767,LICI,2024-03,26122.0,-25269.0,-4427.0,-3574.0,fiscal
777,LODHA,2016-03,387.0,-854.0,330.0,-137.0,fiscal
778,LODHA,2017-03,1469.0,-1174.0,-312.0,-16.0,fiscal
779,LODHA,2018-03,696.0,-651.0,24.0,69.0,fiscal
780,LODHA,2019-03,-463.0,-175.0,736.0,97.0,fiscal
781,LODHA,2020-03,3772.0,182.0,-4188.0,-234.0,fiscal
782,LODHA,2021-03,2524.0,420.0,-2835.0,109.0,fiscal
783,LODHA,2022-03,1998.0,1139.0,-2888.0,250.0,fiscal
784,LODHA,2023-03,2750.0,1789.0,-3706.0,834.0,fiscal
785,LODHA,2024-03,2512.0,-2947.0,951.0,516.0,fiscal
786,LT,2013-03,-4355.0,-6922.0,11429.0,152.0,fiscal
787,LT,2014-03,-7143.0,-5510.0,13136.0,483.0,fiscal
788,LT,2015-03,-1365.0,-4778.0,7903.0,1759.0,fiscal
789,LT,2016-03,-3240.0,-4627.0,7253.0,-613.0,fiscal
790,LT,2017-03,6655.0,-9796.0,2896.0,-245.0,fiscal
791,LT,2018-03,-10031.0,3914.0,9370.0,3254.0,fiscal
792,LT,2019-03,-4756.0,-11023.0,15440.0,-338.0,fiscal
793,LT,2020-03,6694.0,-8408.0,6372.0,4658.0,fiscal
794,LT,2021-03,23074.0,-5750.0,-15274.0,2049.0,fiscal
795,LT,2022-03,19164.0,-3585.0,-15181.0,397.0,fiscal
796,LT,2023-03,22777.0,-8048.0,-11572.0,3156.0,fiscal
797,LT,2024-03,18266.0,2179.0,-25413.0,-4968.0,fiscal
798,LTIM,2013-03,608.0,-224.0,-396.0,-13.0,fiscal
799,LTIM,2014-03,628.0,180.0,-769.0,40.0,fiscal
800,LTIM,2015-03,642.0,-103.0,-497.0,42.0,fiscal
801,LTIM,2016-03,858.0,-40.0,-817.0,2.0,fiscal
802,LTIM,2017-03,1170.0,-961.0,-33.0,176.0,fiscal
803,LTIM,2018-03,844.0,-452.0,-408.0,-16.0,fiscal
804,LTIM,2019-03,1395.0,-749.0,-594.0,52.0,fiscal
805,LTIM,2020-03,1644.0,-643.0,-890.0,110.0,fiscal
806,LTIM,2021-03,2400.0,-1657.0,-509.0,234.0,fiscal
807,LTIM,2022-03,3251.0,-1643.0,-1680.0,-73.0,fiscal
808,LTIM,2023-03,3095.0,-271.0,-1932.0,892.0,fiscal
809,LTIM,2024-03,5670.0,-3918.0,-2269.0,-518.0,fiscal
810,M&M,2013-03,-922.0,-2903.0,4508.0,684.0,fiscal
811,M&M,2014-03,-244.0,-4524.0,5577.0,810.0,fiscal
812,M&M,2015-03,1055.0,-4357.0,1669.0,-1633.0,fiscal
813,M&M,2016-03,2385.0,-5506.0,2967.0,-154.0,fiscal
814,M&M,2017-03,183.0,-5875.0,6108.0,416.0,fiscal
815,M&M,2018-03,682.0,-5467.0,6314.0,1529.0,fiscal
816,M&M,2019-03,-4347.0,-7174.0,13194.0,1672.0,fiscal
